solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,distance
1635721458409799680,Gaia DR2 2161715589072056192,2161715589072056192,915651440,2015.5,270.24915353794756,1.4585317138754843,66.07878927427194,1.0581255334977249,0.9532477495140175,1.4927541900825136,0.6385832,-0.4139204094970399,3.7856333066671994,1.9922600984462693,3.9389617201138014,-0.111821786,-0.475041777,-0.210976452,-0.162659019,-0.335805,-0.0824972,-0.6038392,0.369148463,0.667618155,0.276604146,117,0,117,0,0.9175922,125.581322,0.0,0.0,31,False,0.01887786,0.9717218634958127,0.29705118891467225,-0.197780475,14,10,3.94347262,0,17,False,141,92.74793881474442,1.0275602656107332,90.26034,20.7701054,7,44.01925828703571,18.75871254663303,2.34660339,21.242281,13,97.08949911301232,9.121296151282158,10.6442652,19.79399,1.521422,0,1.44829178,0.4721756,0.9761162,nan,nan,0,nan,nan,nan,NOT_AVAILABLE,95.82930016691854,29.709447908336074,281.8450771465971,89.50779041105557,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,7.694466202724729
1635721458409799680,Gaia DR2 1441128829669603840,1441128829669603840,1560077456,2015.5,269.70139126936425,0.42824324620902254,66.0429314776782,0.49484370104538444,1.3267920093945895,0.4290622394910283,3.09230661,0.8071989265592856,0.8851924149628486,-3.6214149759924394,1.0393294975643486,-0.06513498,-0.142929852,0.0817206353,0.0971077159,-0.000168647035,0.04871905,-0.5784309,-0.230386689,0.116593085,0.0107474,204,0,202,2,3.77793312,281.061737,1.5517831791658057,2.0907611862612656,31,False,0.05871052,1.3038711395190794,0.10727216219078234,0.051015567,24,17,0.9663535,0,28,False,237,232.07618123817755,1.4206750933077363,163.356262,19.77429,9,59.01867707994847,8.261213664118964,7.14406872,20.923914,12,357.19321185660533,12.568757189280072,28.419136,18.3796616,1.79342782,0,2.5442524,1.14962387,1.39462852,nan,nan,0,nan,nan,nan,NOT_AVAILABLE,95.786895159815,29.93155806317853,256.81390505495415,89.46848810789389,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,7.7233774706891625
1635721458409799680,Gaia DR2 2161716482425230336,2161716482425230336,496615835,2015.5,270.1131362971248,0.3049626311328418,66.12030647684189,0.3158729140075896,0.6621011779020618,0.31414672980281094,2.10761762,0.13017754973183346,0.6658244030150168,-2.783275928858544,0.6367146606996897,-0.0443476476,-0.153512344,0.11882256,-0.00441498542,0.315533072,-0.08834629,-0.234604776,-0.10301064,-0.02743027,0.154726908,223,0,223,0,58.1836243,5081.868,3.0355215576565926,204.76081146769644,31,False,0.102633223,1.4668387775996217,0.07559017277468448,-0.009352992,26,17,0.6220537,0,29,False,249,2609.5836902621104,5.444004663990398,479.35,17.1469383,23,755.5440312631833,9.007907308089926,83.87564,18.1557388,25,2931.9072978710396,11.009039766121532,266.318176,16.0940437,1.413042,0,2.061695,1.00880051,1.05289459,nan,nan,0,nan,nan,nan,NOT_AVAILABLE,95.87666261372087,29.76484819186693,275.93839515749323,89.55725285292537,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,7.7260788300848064
1635721458409799680,Gaia DR2 2161689239448516096,2161689239448516096,1438160787,2015.5,270.22541361705055,0.07675744457197144,65.90949882217036,0.089761093397548,0.24040759580577423,0.07972632768951017,3.01541042,-2.070857454949883,0.15659527067401222,-4.824671826933486,0.1773208431259311,-0.160526782,-0.0589962229,-0.0512091,0.108889416,0.125191212,0.0429574,-0.470019132,-0.242011711,0.008902791,-0.0755024254,245,0,243,2,0.876790643,256.944183,0.0,0.0,31,False,1.34694469,1.625493762171342,0.0256966607725144,0.0447467826,28,17,0.17135042,0,31,False,268,1633.2249027059786,2.5433828692110145,642.146667,17.65575,27,900.8220665958875,8.190703729197327,109.981033,17.96479,23,1109.0103209473293,9.325826957695723,118.918175,17.1495819,1.2305913,0,0.815208435,0.30904007,0.506168365,nan,nan,0,nan,nan,nan,NOT_AVAILABLE,95.63428810304129,29.71757580413094,278.0446510467252,89.34247496492941,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,7.736562220438297
1635721458409799680,Gaia DR2 1441129581288359296,1441129581288359296,1043180826,2015.5,269.9811879805582,0.01218443529363875,66.1287761786574,0.013052293914687856,3.550208945832498,0.012840459924260772,276.4861,-52.96680673968638,0.025496220739456836,50.389591951245805,0.02469512375037431,-0.0222117752,-0.0383247025,-0.118923888,-0.00330031337,0.370770872,-0.08939989,-0.304140478,-0.147341117,-0.0102499565,0.158428043,213,0,213,0,-2.2920692,164.09584,0.0,0.0,31,False,120.955528,1.5584930271893018,0.0035272854522134934,0.00312477187,24,17,0.0381041579,0,28,False,236,97439.96763716402,17.115211302346857,5693.179,13.2165232,27,47490.09511534422,67.47709577964407,703.7958,13.6598806,25,72065.81728767356,71.1047847003094,1013.51575,12.6175966,1.22697,0,1.042284,0.443357468,0.598926544,nan,nan,0,nan,nan,nan,NOT_AVAILABLE,95.88613229806207,29.818293541610178,268.9910939554846,89.56799118131971,100001,5229.34,5042.91,5926.245,0.107,0.0416,0.2724,0.061,0.027,0.1038,200111,0.692559,0.5392514,0.744711459,0.323143721,0.3194399,0.326847553,7.740128969008743
1635721458409799680,Gaia DR2 1441079622228840320,1441079622228840320,261425168,2015.5,269.72788784265555,0.012878005389839433,65.93364295773101,0.016906240838257387,4.3051213760559035,0.013904117238181435,309.629242,-9.88625179398527,0.026245281867691064,21.856553524437007,0.03343407445173844,-0.0562871136,-0.0150950784,-0.232293531,0.0430471376,0.2500273,-0.02285917,-0.518581,-0.17521885,0.00365250185,0.00587889832,209,0,209,0,-5.192143,115.61232,0.0,7.035421439927876e-16,31,True,62.52088,1.4680037812993667,0.004188955477234228,-0.0219555534,24,15,0.0475655273,0,27,False,234,49395.12086822564,19.231850301955006,2568.40186,13.9541559,25,18588.006685586883,34.772891346923934,534.5545,14.6783066,25,44386.07399991368,65.6549884261027,676.0503,13.1438036,1.27490485,0,1.534503,0.724150658,0.8103523,-32.00383960872118,3.8560323380925365,9,4000.0,3.0,0.0,NOT_AVAILABLE,95.6608030650232,29.920691510667442,259.96157513682357,89.36341978652887,100001,4382.897,4239.553,4652.725,0.3507,0.032,0.5743,0.2003,0.026,0.2817,200111,0.6536543,0.580037236,0.698603034,0.142048284,0.140635788,0.14346078,7.750159155002028
1635721458409799680,Gaia DR2 2161716448065523968,2161716448065523968,1122529351,2015.5,270.1680240722029,0.33594971848144156,66.10984254036234,0.3168262318153575,0.9032863705692292,0.32182435987148345,2.80676818,2.107756582617964,0.6863561753198341,-6.43271781286014,0.617259316819038,-0.0353173241,-0.234413937,-0.016897,-0.0149702625,0.247331709,-0.130673945,-0.419035345,-0.179100662,-0.0269448236,0.208487585,234,0,234,0,2.24204421,279.648682,0.9766991704731958,1.1841288474538854,31,False,0.0954245254,1.2786002075205392,0.09205737365978098,0.0188029744,27,17,0.6468144,0,30,False,258,269.4407928209847,1.1403890181331615,236.27095,19.6122074,23,57.8094504419843,6.5657651656494105,8.804678,20.94639,26,341.5640449988621,9.081038095327784,37.6128845,18.42824,1.482231,0,2.51815033,1.33418274,1.18396759,nan,nan,0,nan,nan,nan,NOT_AVAILABLE,95.86477100089087,29.742558680521363,278.58498346108286,89.54410679263104,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,7.757383082385013
1635721458409799680,Gaia DR2 2161690751277006080,2161690751277006080,1369862704,2015.5,270.25297605111996,0.21432230977926986,65.9216639750623,0.21109184397934752,0.14550081190246195,0.20700592983036079,0.702882349,-1.1699662540359832,0.4235010688597128,-7.915468100520852,0.388416702070085,-0.136168882,-0.2468796,-0.1296047,0.00295278965,0.279485345,-0.0764077157,-0.4282796,-0.12574701,-0.04514872,0.04739006,238,0,234,4,-0.323191136,221.500137,0.0,0.0,31,False,0.23087804,1.3968557233591736,0.06339370689576466,-0.0414369926,28,17,0.380657434,0,31,False,254,429.53414451259613,1.6030704395440591,267.944641,19.1058712,25,232.98284092943786,16.10188489612596,14.46929,19.4330788,24,329.6508776515935,11.140555791684083,29.5901642,18.4667835,1.30986965,0,0.966295242,0.327207565,0.6390877,nan,nan,0,nan,nan,nan,NOT_AVAILABLE,95.64842161591694,29.706448430794204,279.1779840090756,89.35286873404465,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,7.766774266209589
1635721458409799680,Gaia DR2 1441129684368511104,1441129684368511104,239555986,2015.5,269.8371276450261,0.3497914066770874,66.11137289712842,0.43719381445646116,0.4656112092515677,0.3555509272920088,1.30954862,-15.626811751621368,0.7381118345925126,7.79398745827551,0.8559722142330394,-0.09983675,-0.103326194,-0.07915049,0.144256443,-0.0424925536,0.09258166,-0.663891554,-0.292884082,0.151718035,-0.008021225,205,0,204,1,-1.15532,176.214355,0.0,0.0,31,False,0.08914259,1.3255067649579542,0.09688715712538012,0.07735637,24,17,0.8191666,0,28,False,242,259.65031678095795,1.28826170213953,201.5509,19.6523933,24,83.78755348705708,8.802082733663946,9.51906,20.54344,26,305.94398836066006,6.207077665206376,49.28954,18.5478153,1.50098622,0,1.99562454,0.8910465,1.104578,nan,nan,0,nan,nan,nan,NOT_AVAILABLE,95.86589595036281,29.876567600403543,261.64866111489636,89.54592463296443,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,nan,7.770708219841241
1635721458409799680,Gaia DR2 2161689170729038336,2161689170729038336,1618750380,2015.5,270.19388113306786,0.02082441647212471,65.89729425611328,0.023194616809536345,2.3148192732680073,0.021457399120388822,107.879768,9.042885858554838,0.041334566870170716,-1.1787423042064007,0.04583805384351068,-0.159593984,-0.174961761,-0.0292468015,0.103469543,0.176914543,0.0300791524,-0.4070942,-0.18422693,-0.008878842,-0.0239101443,248,248,247,1,4.22391748,346.480438,0.0,0.0,31,True,150.5716,1.5351368349701773,0.007059723334804652,0.0384815969,28,17,0.0378116928,0,31,False,271,7535651.379017431,2043.2429413993152,3688.084,8.49556351,29,3314181.5116184494,4542.465625648653,729.5997,9.050447,30,5860387.223056844,10823.591441365335,541.44574,7.84210443,1.21748853,0,1.208343,0.554883957,0.6534591,-21.355578709316273,0.14448598536627275,12,5000.0,2.5,-0.25,NOT_AVAILABLE,95.62009419675239,29.730333232129745,276.8076533152141,89.33198811681741,100001,4883.0,4800.705,4919.9,0.3713,0.0362,2.0688,0.27,0.0115,0.9701,200111,11.0927,10.92693,11.4762678,63.02548,61.96744,64.08352,7.77507590066027
